id,ra,dec,f606w
9862,265.181611,-53.67338,16.8201 
9863,265.183159,-53.672536,20.1546 
9864,265.183095,-53.673767,19.3022 
9865,265.183075,-53.673197,19.2998 
9867,265.182446,-53.673027,20.3453 
9868,265.182356,-53.673797,19.5832 
9869,265.182316,-53.673307,19.018 
9871,265.181901,-53.67332,19.3999 
9872,265.181858,-53.673615,20.0217 
9873,265.181319,-53.673006,23.9116 
9875,265.181897,-53.673779,23.5011 
9876,265.169527,-53.673327,19.3136 
9877,265.169414,-53.672726,18.5874 
9878,265.169224,-53.673714,17.6832 
9879,265.169156,-53.672815,17.5065 
9880,265.168979,-53.672999,18.3658 
9881,265.168969,-53.673105,18.0173 
9886,265.169203,-53.672512,19.5903 
9887,265.169032,-53.67325,19.7818 
9888,265.168788,-53.673137,22.7272 
9891,265.169536,-53.67334,22.0854 
9893,265.169516,-53.673487,24.8404 
9917,265.180524,-53.673511,18.3752 
9918,265.179069,-53.673515,-99.9999 
9920,265.180875,-53.672775,21.5505 
9921,265.180741,-53.672954,20.974 
9924,265.180096,-53.673056,20.8269 
9925,265.179962,-53.673409,19.0134 
9926,265.17983,-53.672618,20.004 
9927,265.17971,-53.67306,17.5609 
9928,265.179655,-53.673473,20.4042 
9929,265.179589,-53.672945,18.1676 
9930,265.179503,-53.67353,19.1199 
9931,265.179161,-53.673672,19.6203 
9932,265.179072,-53.673741,23.165 
9933,265.179576,-53.67282,-99.9999 
9937,265.17652,-53.672891,18.1678 
9938,265.175709,-53.673379,17.1845 
9939,265.175634,-53.672871,17.4681 
9940,265.175625,-53.673045,18.7283 
9941,265.175183,-53.673502,18.4488 
9942,265.17471,-53.672818,17.6212 
9943,265.174584,-53.673552,17.1392 
9944,265.176453,-53.672754,20.417 
9945,265.176434,-53.67378,17.4952 
9946,265.176308,-53.673493,18.7428 
9947,265.176218,-53.673408,17.4805 
9948,265.175959,-53.673597,18.4739 
9949,265.175826,-53.673013,19.3724 
9950,265.175825,-53.673393,18.5532 
9951,265.175754,-53.67318,22.0301 
9953,265.175574,-53.673761,17.4614 
9954,265.175552,-53.673609,18.5818 
9955,265.175406,-53.672922,20.8496 
9956,265.175387,-53.673001,20.5779 
9957,265.175338,-53.672846,21.7371 
9958,265.175284,-53.67314,19.7926 
9959,265.174731,-53.673577,20.5336 
9960,265.174581,-53.673381,21.9961 
9962,265.175885,-53.673366,22.0553 
9964,265.173396,-53.673069,17.2251 
9965,265.17339,-53.673762,18.5124 
9966,265.173313,-53.673628,17.6852 
9967,265.173309,-53.67351,-99.9999 
9968,265.173193,-53.673651,17.2711 
9969,265.172972,-53.673788,17.7867 
9970,265.172955,-53.673372,17.9807 
9971,265.172928,-53.672852,17.3117 
9972,265.172858,-53.673512,17.9752 
9973,265.172855,-53.672923,17.4124 
9974,265.172821,-53.67314,17.5164 
9975,265.172505,-53.673343,18.4701 
9976,265.172456,-53.67302,17.4001 
9977,265.174343,-53.673044,19.2212 
9978,265.174331,-53.673263,19.533 
9979,265.174331,-53.672684,20.4273 
9980,265.174264,-53.673322,19.1537 
9981,265.174247,-53.673591,21.7207 
9984,265.173801,-53.673362,19.1817 
9985,265.173608,-53.672531,20.0164 
9986,265.173593,-53.672832,20.8806 
9987,265.17352,-53.673301,22.4666 
9988,265.173286,-53.673265,17.463 
9991,265.172842,-53.673202,20.3795 
9993,265.172496,-53.672541,23.8698 
10288,265.188019,-53.672312,19.1417 
10295,265.188077,-53.671233,20.7983 
10296,265.187882,-53.672255,23.5733 
10297,265.187849,-53.671878,19.482 
10354,265.172092,-53.672318,18.7065 
10355,265.1717,-53.67246,17.5465 
10356,265.171688,-53.671586,17.5911 
10357,265.171534,-53.671894,17.6082 
10358,265.171321,-53.672435,17.0259 
10359,265.171226,-53.671255,18.1143 
10360,265.170685,-53.671924,17.6345 
10361,265.170627,-53.672016,18.4761 
10362,265.170307,-53.671521,18.1222 
10363,265.169978,-53.67243,18.1393 
10364,265.169945,-53.671973,18.9678 
10365,265.171933,-53.671852,20.416 
10366,265.171559,-53.671192,21.8977 
10368,265.171419,-53.671497,22.6051 
10369,265.17129,-53.671573,18.7467 
10370,265.171258,-53.671993,20.8612 
10371,265.170577,-53.671658,19.8626 
10372,265.170441,-53.671781,19.5103 
10373,265.169946,-53.671525,21.8974 
10375,265.186386,-53.671458,16.9118 
10376,265.186088,-53.672174,18.7079 
10377,265.187559,-53.672434,23.6552 
10378,265.187542,-53.671229,20.204 
10380,265.186797,-53.672433,19.7761 
10381,265.186628,-53.672337,19.043 
10383,265.186116,-53.671836,21.8322 
10385,265.185982,-53.671723,19.78 
10386,265.185762,-53.671366,20.1812 
10387,265.185134,-53.671405,18.2314 
10388,265.184378,-53.672329,17.475 
10389,265.184356,-53.671883,18.3343 
10390,265.1839,-53.672167,18.1184 
10391,265.185,-53.671446,18.5786 
10392,265.184957,-53.67135,18.0944 
10393,265.184515,-53.67227,20.1453 
10394,265.184478,-53.671678,23.115 
10395,265.183631,-53.672494,21.0232 
10396,265.18346,-53.671796,18.1588 
10398,265.182992,-53.672408,18.3831 
10399,265.18149,-53.671432,17.4045 
10400,265.181453,-53.671257,17.9034 
10401,265.182858,-53.672402,21.7375 
10403,265.182558,-53.671957,17.6613 
10404,265.18231,-53.671535,18.1768 
10406,265.181951,-53.671601,18.9065 
10407,265.181891,-53.671776,16.8548 
10408,265.181482,-53.671741,19.2018 
10409,265.181445,-53.671484,18.5409 
10410,265.181074,-53.672485,22.0933 
10411,265.182769,-53.671349,24.4159 
10412,265.182384,-53.671613,23.5331 
10414,265.169758,-53.672246,17.5055 
10415,265.16947,-53.672295,19.0683 
10416,265.169422,-53.67161,18.9832 
10417,265.169141,-53.671376,17.8406 
10418,265.169036,-53.672097,18.1269 
10419,265.168841,-53.671283,18.0536 
10420,265.168815,-53.672052,17.1978 
10421,265.168685,-53.672458,18.5783 
10422,265.168369,-53.671339,17.508 
10423,265.168115,-53.671646,18.3096 
10426,265.169763,-53.67161,19.5596 
10427,265.169693,-53.672365,20.148 
10428,265.169502,-53.671252,22.8427 
10430,265.169491,-53.672457,19.9062 
10433,265.16861,-53.671549,22.0838 
10449,265.180036,-53.671785,18.7281 
10450,265.17997,-53.672001,17.4189 
10451,265.179401,-53.672092,17.7444 
10452,265.179007,-53.672028,17.1712 
10453,265.180892,-53.671755,17.6715 
10454,265.180612,-53.672141,18.1743 
10455,265.180494,-53.671366,19.5214 
10456,265.180394,-53.67164,19.9523 
10457,265.180305,-53.672221,19.2553 
10458,265.180226,-53.672109,16.9176 
10459,265.180023,-53.672348,17.1785 
10460,265.179825,-53.672225,17.5751 
10462,265.179347,-53.672377,21.6832 
10463,265.179098,-53.671773,19.6945 
10464,265.181011,-53.672248,21.7467 
10465,265.174265,-53.672352,17.3148 
10466,265.174248,-53.671253,18.5814 
10467,265.174185,-53.672295,17.7632 
10468,265.173497,-53.67228,18.3096 
10469,265.173363,-53.672105,18.075 
10470,265.173336,-53.672231,18.6878 
10471,265.174196,-53.672128,20.0795 
10472,265.173899,-53.672401,19.6684 
10473,265.173139,-53.671913,19.8987 
10474,265.172472,-53.67221,21.8347 
10475,265.173955,-53.672382,21.0067 
10478,265.172628,-53.671842,23.8096 
10480,265.172379,-53.672046,25.1887 
10481,265.176433,-53.671224,17.4521 
10483,265.176396,-53.672074,17.6518 
10484,265.176247,-53.671618,17.8464 
10485,265.176242,-53.672122,18.5785 
10486,265.176106,-53.672365,18.387 
10487,265.175944,-53.672329,19.046 
10488,265.175578,-53.671352,17.4242 
10489,265.174808,-53.671624,18.4093 
10490,265.17458,-53.672465,16.9085 
10491,265.176456,-53.672259,18.8821 
10493,265.176319,-53.67154,21.6059 
10494,265.176075,-53.671551,22.3092 
10496,265.175731,-53.671401,20.562 
10497,265.175512,-53.672222,19.7391 
10498,265.175447,-53.672012,20.5181 
10499,265.175429,-53.672452,19.5589 
10500,265.175275,-53.671426,22.2247 
10501,265.175258,-53.672306,20.2862 
10502,265.175174,-53.671455,21.2891 
10503,265.17496,-53.671999,21.4699 
10504,265.174856,-53.672106,20.4754 
10505,265.174759,-53.671251,21.4292 
10506,265.174528,-53.672102,19.7378 
10508,265.178682,-53.671356,17.9175 
10509,265.178516,-53.67244,18.6253 
10510,265.178356,-53.672278,18.7588 
10511,265.17792,-53.671863,17.2968 
10512,265.177849,-53.671987,17.6941 
10513,265.177409,-53.672015,27.3054 
10514,265.177284,-53.671305,18.3653 
10515,265.176864,-53.671823,17.8603 
10516,265.178657,-53.671336,19.4237 
10517,265.178644,-53.672478,19.0593 
10518,265.17863,-53.671628,20.0919 
10520,265.178505,-53.671794,19.551 
10521,265.177754,-53.672107,19.563 
10522,265.177619,-53.671601,19.5313 
10523,265.177577,-53.672067,18.7759 
10524,265.177372,-53.67152,22.6254 
10525,265.177097,-53.671644,17.3159 
10527,265.17705,-53.671672,17.3428 
10828,265.169807,-53.670287,18.745 
10829,265.169724,-53.670998,18.7512 
10830,265.169518,-53.670667,18.4022 
10831,265.169146,-53.669974,18.2541 
10832,265.168561,-53.669946,19.388 
10833,265.168445,-53.670622,18.8878 
10836,265.169404,-53.670834,22.8702 
10837,265.168977,-53.670638,21.256 
10838,265.168891,-53.670729,19.9019 
10839,265.168854,-53.671087,20.2922 
10840,265.16867,-53.670961,21.2506 
10841,265.168137,-53.670855,21.9247 
10842,265.168105,-53.670731,20.111 
10844,265.168465,-53.670871,23.433 
10851,265.174164,-53.670807,18.7906 
10852,265.174054,-53.670883,17.7562 
10853,265.1736,-53.670218,18.7898 
10854,265.173485,-53.670093,18.8237 
10855,265.173086,-53.670799,18.0651 
10856,265.172426,-53.670933,17.2964 
10857,265.174365,-53.670243,20.6226 
10858,265.174041,-53.671058,20.1866 
10860,265.173883,-53.670841,19.7104 
10861,265.173589,-53.670338,20.1263 
10862,265.172966,-53.67019,19.3886 
10863,265.17288,-53.669917,21.9597 
10864,265.172639,-53.67009,20.8813 
10865,265.172378,-53.670352,20.7928 
10867,265.172326,-53.670523,21.9438 
10870,265.172178,-53.671077,19.5329 
10871,265.187683,-53.670249,23.746 
10872,265.187311,-53.671116,19.4536 
10873,265.187064,-53.670581,18.6888 
10874,265.187015,-53.670027,17.6614 
10875,265.186563,-53.670715,19.2876 
10877,265.186482,-53.671155,23.5855 
10878,265.1864,-53.670244,18.9687 
10879,265.186286,-53.671117,20.4482 
10880,265.186164,-53.670053,22.2459 
10882,265.185604,-53.67095,19.1238 
10883,265.176576,-53.670598,17.5213 
10884,265.176336,-53.669969,17.9625 
10886,265.175801,-53.670713,17.9755 
10887,265.175333,-53.6704,18.5336 
10888,265.174636,-53.670127,18.9984 
10889,265.176485,-53.670577,20.4084 
10890,265.176043,-53.671036,19.3873 
10891,265.175898,-53.670604,19.2857 
10892,265.175144,-53.6706,20.5457 
10893,265.1751,-53.669909,21.8585 
10896,265.174994,-53.670606,21.0987 
10900,265.172075,-53.670768,17.2441 
10901,265.171651,-53.670695,17.9315 
10902,265.171592,-53.669996,17.3607 
10903,265.171532,-53.670987,17.5574 
10904,265.170458,-53.670064,17.934 
10905,265.172007,-53.669978,18.9055 
10906,265.171593,-53.670183,21.374 
10907,265.171488,-53.669874,19.8773 
10908,265.171009,-53.670471,20.0604 
10909,265.170709,-53.670642,20.0943 
10910,265.170206,-53.670899,19.8304 
10911,265.1702,-53.670323,19.0246 
10912,265.170984,-53.670386,24.599 
10915,265.171009,-53.6707,23.1722 
10916,265.17063,-53.670121,24.1903 
10925,265.1832,-53.670429,17.024 
10926,265.182423,-53.67108,17.2367 
10927,265.182424,-53.670915,18.5817 
10928,265.182127,-53.670997,18.0092 
10929,265.181735,-53.670427,17.0183 
10930,265.181336,-53.670068,16.9076 
10933,265.182603,-53.670288,19.9181 
10936,265.18177,-53.67004,19.5442 
10938,265.18118,-53.670625,21.7699 
10939,265.18107,-53.670349,23.0235 
10940,265.185487,-53.670414,18.7759 
10941,265.185413,-53.671103,19.3232 
10943,265.184757,-53.66987,19.9456 
10945,265.184607,-53.671032,21.1936 
10947,265.184322,-53.670564,20.4873 
10948,265.184197,-53.671096,23.5651 
10949,265.184208,-53.671084,25.1337 
10950,265.184156,-53.670519,21.4046 
10952,265.183633,-53.669911,19.6157 
10954,265.184061,-53.669957,23.8178 
10956,265.183352,-53.670976,24.7238 
10957,265.181027,-53.671018,17.5649 
10958,265.180981,-53.670757,16.8437 
10959,265.180909,-53.671073,18.0002 
10960,265.180314,-53.670139,18.6707 
10961,265.180306,-53.670479,18.0246 
10962,265.180257,-53.670597,17.3504 
10963,265.180005,-53.670153,17.9354 
10964,265.179737,-53.670933,18.6299 
10965,265.179535,-53.671001,18.6829 
10966,265.179234,-53.670772,17.6099 
10967,265.179001,-53.670429,18.8517 
10968,265.178827,-53.670654,17.1747 
10969,265.17882,-53.669902,17.3669 
10970,265.181022,-53.669988,21.1216 
10971,265.179986,-53.670352,22.5993 
10973,265.17995,-53.670564,21.2728 
10974,265.179813,-53.67078,19.6976 
10975,265.179549,-53.670897,20.5772 
10976,265.179196,-53.670323,19.3957 
10978,265.180047,-53.670377,22.6536 
10981,265.178626,-53.670936,17.4984 
10982,265.177991,-53.670931,16.8194 
10983,265.177837,-53.669963,18.1556 
10984,265.177637,-53.670711,17.6896 
10985,265.176858,-53.670727,17.4247 
10987,265.178629,-53.670419,22.9326 
10988,265.178207,-53.67001,23.2867 
10990,265.177991,-53.670484,22.4426 
10994,265.177308,-53.671168,20.0493 
10995,265.176894,-53.670273,19.885 
11175,265.176463,-53.669138,17.4416 
11176,265.176319,-53.669118,18.6576 
11177,265.176122,-53.669409,17.635 
11178,265.175757,-53.669703,19.5269 
11179,265.175245,-53.669178,16.8807 
11180,265.175119,-53.668677,18.433 
11181,265.175027,-53.668625,25.8357 
11182,265.174964,-53.669459,17.1935 
11184,265.176086,-53.669211,23.2091 
11185,265.17607,-53.668835,20.4534 
11186,265.175956,-53.669452,19.6542 
11187,265.175481,-53.66941,19.9584 
11189,265.175321,-53.668862,19.4017 
11190,265.175002,-53.66956,21.6254 
11192,265.174444,-53.668934,18.7652 
11194,265.175234,-53.669834,27.388 
11324,265.171485,-53.66857,18.1852 
11325,265.171193,-53.669008,17.862 
11326,265.170473,-53.66935,18.2628 
11327,265.170063,-53.668606,18.8623 
11328,265.170008,-53.669263,18.3336 
11329,265.170982,-53.669497,19.7706 
11330,265.170948,-53.668568,23.1445 
11331,265.170673,-53.669339,20.108 
11334,265.170052,-53.669374,25.1604 
11338,265.16953,-53.669447,17.9194 
11339,265.169501,-53.668795,17.3719 
11340,265.169328,-53.669405,18.4265 
11341,265.168862,-53.669792,17.5515 
11344,265.169183,-53.66963,20.9959 
11345,265.169041,-53.669841,21.378 
11349,265.173591,-53.668619,18.4649 
11350,265.173431,-53.669415,19.4304 
11351,265.173213,-53.668691,16.9819 
11352,265.17276,-53.669586,19.4632 
11353,265.172204,-53.669235,17.278 
11354,265.17217,-53.66907,17.0201 
11355,265.174209,-53.669312,23.1144 
11356,265.174046,-53.669192,20.5203 
11357,265.173678,-53.66973,20.6095 
11358,265.173609,-53.668792,19.9662 
11360,265.172985,-53.668624,23.5059 
11361,265.172744,-53.669792,21.1694 
11362,265.172744,-53.66898,19.4199 
11363,265.172587,-53.668598,21.745 
11364,265.172333,-53.668766,21.1951 
11371,265.178461,-53.669371,17.3187 
11372,265.177958,-53.668824,18.0138 
11373,265.177759,-53.669016,18.5531 
11374,265.177073,-53.669047,17.7189 
11375,265.176916,-53.669479,18.2084 
11376,265.176615,-53.668599,18.9108 
11377,265.178712,-53.669585,21.2478 
11378,265.178527,-53.669368,20.4415 
11379,265.178167,-53.669426,20.905 
11380,265.177809,-53.669357,21.8446 
11381,265.177724,-53.668594,21.6783 
11382,265.177697,-53.668766,19.2685 
11384,265.177356,-53.668901,19.686 
11386,265.176952,-53.668888,21.056 
11389,265.176722,-53.669843,20.8735 
11390,265.1766,-53.669615,23.0965 
11393,265.181013,-53.669429,18.4543 
11394,265.18034,-53.66862,17.4805 
11395,265.18009,-53.669526,17.2823 
11396,265.179625,-53.66969,17.3495 
11398,265.179188,-53.668938,18.6365 
11399,265.178943,-53.669289,18.1936 
11400,265.180189,-53.669672,19.6964 
11401,265.179971,-53.669504,20.1034 
11402,265.179754,-53.669749,21.3089 
11404,265.179695,-53.669162,19.9351 
11405,265.17967,-53.668876,21.7943 
11406,265.179447,-53.669177,20.5959 
11407,265.179347,-53.669104,20.1097 
11408,265.179322,-53.669481,19.2041 
11410,265.179257,-53.669072,21.296 
11411,265.179167,-53.66881,19.1756 
11413,265.17886,-53.669066,19.7365 
11430,265.182976,-53.669737,18.918 
11431,265.182425,-53.668696,17.1152 
11432,265.182202,-53.66943,17.979 
11433,265.182105,-53.6691,17.2551 
11434,265.18207,-53.669462,18.6661 
11435,265.181972,-53.669228,17.373 
11436,265.181848,-53.668704,17.674 
11437,265.181806,-53.669051,16.9302 
11438,265.181573,-53.669436,17.2621 
11439,265.181109,-53.668725,16.9991 
11440,265.183179,-53.669207,21.8881 
11443,265.182632,-53.668889,22.961 
11448,265.182955,-53.669741,20.2706 
11463,265.186553,-53.6696,17.1711 
11464,265.185992,-53.669166,17.5389 
11465,265.185636,-53.669807,17.2404 
11466,265.185619,-53.668957,18.8115 
11468,265.187369,-53.66972,22.9828 
11469,265.187347,-53.669524,20.695 
11470,265.187301,-53.669809,21.3667 
11472,265.187104,-53.669713,17.5036 
11474,265.186861,-53.669094,20.1984 
11475,265.186687,-53.668623,22.343 
11476,265.185633,-53.668573,21.0225 
11477,265.185535,-53.668748,19.6544 
11479,265.185123,-53.669805,18.397 
11480,265.184824,-53.668935,19.0669 
11481,265.184693,-53.669332,17.8813 
11482,265.184594,-53.669614,17.9886 
11483,265.184138,-53.66863,16.9468 
11484,265.183683,-53.668911,18.0277 
11485,265.185469,-53.66968,19.3145 
11486,265.185135,-53.669638,21.5268 
11487,265.185082,-53.66898,20.9883 
11488,265.185002,-53.669813,19.0516 
11489,265.183998,-53.669766,21.7062 
11490,265.183279,-53.668777,20.9004 
11629,265.173056,-53.668119,17.2749 
11630,265.172982,-53.667823,18.5705 
11631,265.172431,-53.668309,17.6028 
11632,265.172409,-53.667258,18.5087 
11633,265.172239,-53.668313,19.0428 
11634,265.173879,-53.66829,22.2701 
11635,265.173636,-53.66786,19.3109 
11637,265.172908,-53.667687,19.1897 
11698,265.176398,-53.667684,17.4343 
11700,265.175844,-53.667346,19.1924 
11701,265.175273,-53.668549,17.6791 
11702,265.175049,-53.668151,18.5093 
11703,265.176325,-53.668043,20.3174 
11704,265.175909,-53.667246,22.7288 
11705,265.175514,-53.66724,20.6894 
11706,265.175155,-53.668093,22.1412 
11707,265.174939,-53.667527,21.6063 
11708,265.174593,-53.668443,20.3019 
11711,265.175347,-53.6678,21.2339 
11810,265.178643,-53.668447,16.9974 
11811,265.178507,-53.668407,18.759 
11812,265.178306,-53.668309,19.2608 
11813,265.177995,-53.667614,18.3077 
11814,265.177916,-53.667245,17.1305 
11815,265.177172,-53.667586,17.3375 
11816,265.176642,-53.667399,18.7343 
11817,265.17662,-53.668501,17.0717 
11819,265.178173,-53.668116,20.46 
11820,265.178065,-53.668518,20.8245 
11821,265.177691,-53.668534,21.626 
11822,265.177255,-53.667355,20.8303 
11824,265.17677,-53.667838,20.4514 
11834,265.171734,-53.668151,17.011 
11836,265.171144,-53.668345,18.3248 
11837,265.170424,-53.668522,18.5825 
11840,265.169986,-53.668197,17.9778 
11842,265.171749,-53.667931,24.2232 
11844,265.171667,-53.66739,19.8346 
11846,265.170893,-53.668472,19.136 
11847,265.170682,-53.668286,18.918 
11851,265.170359,-53.668437,22.0765 
11856,265.186507,-53.668494,18.1429 
11857,265.186252,-53.668482,17.2708 
11858,265.186095,-53.668331,17.5259 
11863,265.185195,-53.667757,17.4947 
11864,265.184881,-53.668009,19.4674 
11865,265.183604,-53.66734,18.0217 
11866,265.18479,-53.66778,21.0735 
11870,265.184089,-53.66837,23.3283 
11871,265.183273,-53.668482,22.5135 
11892,265.180626,-53.667491,18.8231 
11893,265.179906,-53.667871,18.6919 
11894,265.179076,-53.668198,18.3359 
11895,265.179035,-53.667656,18.0261 
11896,265.178846,-53.668446,18.1178 
11897,265.180628,-53.668355,19.7802 
11898,265.180058,-53.667531,18.9929 
11899,265.179735,-53.668145,20.3436 
11900,265.179116,-53.667916,19.2448 
11901,265.178829,-53.667639,21.0096 
11902,265.179176,-53.668472,23.7255 
11903,265.182581,-53.668462,18.0678 
11904,265.182488,-53.667258,18.5459 
11905,265.18245,-53.668276,17.3857 
11906,265.182241,-53.668141,18.3088 
11907,265.181694,-53.667901,19.1646 
11908,265.181347,-53.667551,18.4048 
11910,265.182894,-53.668084,21.008 
11911,265.182658,-53.668435,19.6949 
11912,265.182656,-53.667906,21.9706 
11913,265.18227,-53.668006,22.4904 
11914,265.182013,-53.66762,21.3187 
11915,265.181817,-53.667833,22.7619 
12101,265.176317,-53.667193,17.1246 
12102,265.175621,-53.666002,17.7942 
12103,265.175438,-53.666525,17.7695 
12104,265.175435,-53.665942,17.32 
12105,265.174783,-53.665929,18.6946 
12106,265.176346,-53.666385,20.6126 
12107,265.175829,-53.667188,22.7141 
12108,265.175511,-53.666811,20.7599 
12109,265.17538,-53.666921,19.9559 
12110,265.175353,-53.666478,19.681 
12111,265.174924,-53.666008,20.5756 
12113,265.17569,-53.667068,23.4864 
12186,265.173924,-53.6661,19.0265 
12187,265.17379,-53.667139,18.8022 
12192,265.17385,-53.666642,19.1914 
12194,265.172901,-53.666468,23.3628 
12195,265.172876,-53.66698,21.1211 
12196,265.172739,-53.667018,21.7398 
12199,265.173865,-53.666688,19.9144 
12216,265.177879,-53.666815,18.9336 
12217,265.176765,-53.666819,18.3572 
12218,265.177513,-53.666442,19.0604 
12219,265.176987,-53.66705,20.4313 
12220,265.176952,-53.666875,20.2754 
12222,265.181004,-53.666861,18.2159 
12223,265.180775,-53.666861,18.8055 
12224,265.180716,-53.666613,18.2955 
12225,265.180531,-53.665956,18.2598 
12226,265.180517,-53.666066,17.4053 
12227,265.180414,-53.666286,17.4713 
12229,265.179281,-53.66598,17.4002 
12230,265.180655,-53.666052,20.7443 
12231,265.180329,-53.667127,18.4592 
12232,265.180288,-53.666408,21.8696 
12233,265.180125,-53.666975,22.6609 
12234,265.179903,-53.666376,20.5469 
12237,265.178918,-53.666901,19.8737 
12248,265.182823,-53.666926,17.4542 
12249,265.182711,-53.666817,18.0342 
12250,265.182504,-53.666414,18.8138 
12251,265.181731,-53.666494,24.9126 
12252,265.181268,-53.666296,18.7471 
12253,265.18322,-53.666538,19.727 
12254,265.182908,-53.666461,20.5755 
12256,265.182492,-53.66691,19.1115 
12257,265.18211,-53.666094,19.7309 
12258,265.181894,-53.667025,21.8589 
12260,265.181724,-53.667214,19.201 
12262,265.181117,-53.666142,19.7935 
12325,265.184648,-53.667149,19.1357 
12539,265.176892,-53.665919,17.6798 
12540,265.178783,-53.665827,20.7538 
12606,265.175775,-53.665906,16.9534 
12612,265.176388,-53.665742,20.509 
